ref:hmdb,ref:US-TX:thc,name,ErectedBy,hmdb:Latitude,hmdb:Longitude,addr:full,addr:city,addr:county,isMissing
288390,23554,Junior League of Dallas,Texas Historical Commission,32.85266,-96.82188,8003 Inwood Road,Dallas,Dallas County,
288391,23555,Salem Institutional Baptist Church,Texas Historical Commission,32.75725,-96.76291,3918 Crozier St,Dallas,Dallas County,
288393,17901,Burleson College,Texas Historical Commission,33.14066,-96.12632,4320 Lee St,Greenville,Hunt County,
288489,18919,Glen Hill Cemetery,Texas Historical Commission,32.88966,-96.47405,3012 Ridge Rd,Rockwall,Rockwall County,
288517,,Hall County,Texas Department of Transportation,34.72390,-100.52861,220 East Noel Street,Memphis,Hall County,
288524,23561,1940 Knapp Chevrolet Building,Texas Historical Commission,29.76985,-95.37221,1230 Houston Avenue,Houston,Harris County,
288582,3556,Navarro School,Texas Historical Commission,29.65572,-97.96724,6350 North State Highway 123,Geronimo,Guadalupe County,
288583,22422,Del Mar College,Texas Historical Commission,27.76670,-97.40713,101 Baldwin Blvd,Corpus Christi,Nueces County,
288588,17635,Stanley L. Kostoryz,Texas Historical Commission,27.72069,-97.41818,5601 Kostoryz Rd,Corpus Christi,Nueces County,
288590,,"Héctor Pérez García, M.D.",Texas Historical Commission,27.77966,-97.41439,2606 Hospital Blvd,Corpus Christi,Nueces County,
288594,,Mrazek Grubbing Plow,Nueces County Commissioners Court,27.79176,-97.64719,1213 Terry Shamsie Blvd,Robstown,Nueces County,
288599,3655,Oakville Post Office,Texas Historical Commission,28.44920,-98.10203,107 Curry St,Three Rivers,Live Oak County,
288603,22724,George West Cemetery,Texas Historical Commission,28.33812,-98.10648,506 Cemetery Rd,George West,Live Oak County,
288615,24223,The Barfield,Texas Historical Commission,35.20742,-101.83722,600 S. Polk Street,Amarillo,Potter County,
288641,,Panhandle Boys of the World War,Llanoestacado Chapter Daughters of the American Revolution,35.17232,-101.86534,4111 South Georgia Street,Amarillo,Randall County,
288651,12642,U.S. Forest Service in Texas,State Historical Survey Committee,31.14019,-94.33171,,Zavalla,Angelina County,
288671,17609,Edna Mexican School,Texas Historical Commission,28.96727,-96.65760,400 Apollo Dr,Edna,Jackson County,
288673,2151,George F. Horton Home,Texas Historical Commission,28.97421,-96.64498,404 Hanover St,Edna,Jackson County,
288675,1263,Dr. Bronaugh-Hasdorff Home,State Historical Survey Committee,28.97664,-96.64248,203 E Brackenridge St,Edna,Jackson County,
288677,,Jackson County Southeast Asia Veterans Memorial,Jaycee’s of Edna,28.97790,-96.64697,115 W Main St,Edna,Jackson County,
288718,2873,Juan de Padilla,the State of Texas and the Texas Knights of Columbus,35.20263,-101.84904,1200 S Washington St,Amarillo,Potter County,
288754,913,Clear Creek Baptist Church,Texas Historical Commission,31.07957,-97.92507,3374 FM2657,Kempner,Lampasas County,
288758,13776,Oveta Culp Hobby and the Women's Army Corps,Texas Historical Commission,31.12088,-97.73333,101 N College St,Killeen,Bell County,
288759,16436,Pleasant Hill Cemetery,Texas Historical Commission,31.08873,-97.62571,,Nolanville,Bell County,
288761,,Pleasant Hill Cemetery,,31.08838,-97.62573,,Nolanville,Bell County,
288762,13887,<i>Temple Daily Telegram</i>,Texas Historical Commission,31.09684,-97.34355,10 S 3rd Street,Temple,Bell County,
288763,5920,Former Site of Y.M.C.A,Texas Historical Commission,31.09472,-97.34314,,Temple,Bell County,
288822,,Ysleta Mission / Misión de Ysleta,"Camino Real Trail Association (CARTA), Catholic Diocese of El Paso, County of El Paso, El Paso Community Foundation, El Paso County Historical Commission and El Paso Mission Trail Association",31.69105,-106.32684,9070 Alameda Ave,El Paso,El Paso County,
288835,9846,Joshua Foster Johnson,Texas Historical Commission,33.18756,-95.21360,502 Main St,Mount Vernon,Franklin County,
288877,4221,Red River Valley Museum,State Historical Survey Committee.,34.15827,-99.32064,4600 College Dr,Vernon,Wilbarger County,
288878,5502,Tom Lloyd Burnett,Texas Historical Commission,33.95579,-98.67261,410 W Alameda St,Iowa Park,Wichita County,
288891,13673,"The Rev. John Brown, Clara Barton and the 1886-1887 Drought Relief",Texas Historical Commission,32.72281,-99.29697,225 S. Main St,Albany,Shackelford County,
288936,7804,Gen. Hal C. Horton Home,State Historical Survey Committee,33.12907,-96.09819,3925 Moulton Street,Greenville,Hunt County,
288947,,Taylor Log Cabin,,33.21274,-97.13670,414 W Sycamore St,Denton,Denton County,
288952,,Outhouse,,33.21296,-97.13695,,Denton,Denton County,
288953,13124,Catarina Hotel,Texas Historical Commission,28.35200,-99.61442,19290 S US Hwy 83,Catarina,Dimmit County,
288955,355,Bel-Asher,Texas Historical Commission,28.44219,-99.76235,100 Forest St,Asherton,Dimmit County,
288957,,Old San Antonio Road,Texas Travel Information Center,28.35157,-99.61391,19326 US-83,Catarina,Dimmit County,
288960,22739,"Ella Ware, M.D.",Texas Historical Commission,29.23473,-97.96418,507 West Main Street,Stockdale,Wilson County,
288962,23810,Early Kendall County Jails,Texas Historical Commission,29.79465,-98.73069,206 E San Antonio Ave,Boerne,Kendall County,
288988,23379,USS Lexington,Texas Historical Commission,27.81636,-97.39056,2910 N Shoreline Blvd,Corpus Christi,Nueces County,
288991,2712,James Abijah Brooks,State Historical Survey Committee,27.23521,-98.15039,786 W Travis St,Falfurrias,Brooks County,
288992,15830,Old Hebbronville Cemetery,Texas Historical Commission,27.31000,-98.66557,201 Old Cemetery Rd,Hebbronville,Jim Hogg County,
288993,,Jim Hogg County Veterans Memorial Plaza,,27.30823,-98.67390,501 E Santa Clara St,Hebbronville,Jim Hogg County,
288994,16538,The New York Store,Texas Historical Commission,27.30662,-98.67556,308 E Galbraith St,Hebbronville,Jim Hogg County,
288995,17305,First United Methodist Church of Hebbronville,Texas Historical Commission,27.31262,-98.68012,211 W Viggie St,Hebbronville,Jim Hogg County,
288996,18319,El Plan de San Diego,Texas Historical Commission,27.76083,-98.23857,202 E Saint Peters Ave,San Diego,Duval County,
288997,14823,San Diego City Cemetery,Texas Historical Commission,27.76700,-98.22542,112 Co Rd 1431,San Diego,Jim Wells County,
289047,2466,Hewitt Baptist Church,Texas Historical Commission,31.46001,-97.19448,300 First St,Hewitt,McLennan County,
289052,12142,Youngblood Memorial Presbyterian Church,Texas Historical Commission,31.46846,-97.11839,200 S Old Robinson Rd,Robinson,McLennan County,
289053,,The John T. Nixon Ranch,,29.26825,-97.76476,201 N Nixon Ave,Nixon,Gonzales County,
289054,,Nixon Depot and Cattle Pens,,29.26823,-97.76475,201 N Nixon Ave,Nixon,Gonzales County,
289056,,Southern Pacific Railroad Promotes Nixon Townsite,,29.26821,-97.76475,201 N Nixon Ave,Nixon,Gonzales County,
289057,16601,Nixon,Texas Historical Commission,29.26818,-97.76475,105 W 2nd St,Nixon,Gonzales County,
289058,,The First Cotton Gins in Nixon,,29.26816,-97.76474,105 W 2nd St,Nixon,Gonzales County,
289059,,Nixon Ice and Water Company and Poultry Processing Plants,,29.26814,-97.76473,105 W 2nd St,Nixon,Gonzales County,
289261,12225,Brownfield Cemetery,Texas Historical Commission,33.18778,-102.29120,902 North 14th Street,Brownfield,Terry County,
289342,234,August C. and Julia Richter Mansion,Texas Historical Commission,27.50737,-99.51458,1906 Houston St,Laredo,Webb County,
289343,23977,La India Packing Company,Texas Historical Commission,27.51007,-99.49398,1520 Marcella Ave,Laredo,Webb County,
289344,5963,Zuniga House,Texas Historical Commission,27.50400,-99.48743,902 Market St,Laredo,Webb County,
289347,16894,Radcliffe Killam,Texas Historical Commission,27.57332,-99.43509,5201 University Blvd,Laredo,Webb County,
289401,8066,Old Livery Stable,State Historical Survey Committee.,32.75609,-94.34529,201 W Austin St,Jefferson,Marion County,
289413,520,Brooking-Lipscomb-White Home,Texas Historical Commission,28.66603,-97.39353,142 West End St,Goliad,Goliad County,
289416,11895,First Baptist Church of Goliad,Texas Historical Commission,28.68012,-97.38965,332 E Ward St,Goliad,Goliad County,
289419,23939,Minnehulla Baptist Church,Texas Historical Commission,28.67622,-97.34067,3572 Lloyd Bentsen Highway,Goliad,Goliad County,
289421,4223,Reed-McCampbell-Wiess Ranch Complex,Texas Historical Commission,28.56779,-97.64432,3672 FM 1351,Goliad,Goliad County,
289424,,Veterans Memorial,"Willa Mae Chandler and Britt Villines, III, USN and family",28.57081,-97.79895,1209 W Crockett St,Beeville,Bee County,
289425,22572,NAS Chase Field,Texas Historical Commission,28.40158,-97.74885,105 W Corpus Christi St,Beeville,Bee County,
289427,8061,Kahn Saloon,Texas Historical Commission,32.75620,-94.34515,123 W Austin St,Jefferson,Marion County,
289430,8074,Murphy Building,Texas Historical Commission,32.75628,-94.34472,114 West Austin Street,Jefferson,Marion County,
289431,10168,Old Grover Cemetery,Texas Historical Commission,32.52162,-94.44429,451 FM968,Marshall,Harrison County,
289434,8027,Vernon Dalhart,Texas Historical Commission,32.75623,-94.34511,123 W Austin St,Jefferson,Marion County,
289436,8044,Home of Capt. Charles G. Graham,Texas Historical Commission,32.75748,-94.35057,409 E Delta St,Jefferson,Marion County,
289438,8049,The House of the Seasons,Texas Historical Commission,32.75766,-94.35155,409 S Alley St,Jefferson,Marion County,
289447,,County Line Road Bridge at Denton Creek,Denton County Historical Commission,33.23665,-97.15837,,Denton,Denton County,Reported Missing
289449,8087,"1854 ""Plantation"" House",State Historical Survey Committee,32.75680,-94.34757,211 N Market Street,Jefferson,Marion County,
289452,6969,Old Neches Saline Road,State Historical Survey Committee,31.99021,-95.31477,,Jacksonville,Cherokee County,
289535,24251,Denman Springs Community,Texas Historical Commission,31.32497,-94.72596,1117 S. Timberland Dr,Lufkin,Angelina County,
289536,23246,The Pinery Settlement,Texas Historical Commission,31.65673,-95.71605,8059 West State Highway 294,Palestine,Anderson County,
289537,20063,Fred Douglass School,Texas Historical Commission,31.97718,-95.26928,1010 Davis Ave,Jacksonville,Cherokee County,
289538,6840,First United Methodist Church of Jacksonville,Texas Historical Commission,31.94006,-95.23608,1031 SE Loop 456,Jacksonville,Cherokee County,
289540,11006,M. Kangerga House,State Historical Survey Committee,32.15813,-94.79685,501 N. High St,Henderson,Rusk County,
289541,10983,First Baptist Church of Henderson,Texas Historical Commission,32.15302,-94.80100,207 W Main Street,Henderson,Rusk County,
289543,15423,Elias Fleming and Mattie Spharler Crim House,Texas Historical Commission,32.15309,-94.79584,310 E Main St,Henderson,Rusk County,
289545,12446,The Rusk Cherokeean,Texas Historical Commission,31.79646,-95.15035,140 N. Main St,Rusk,Cherokee County,
289546,13057,James Stephen Hogg and Cherokee County,Texas Historical Commission,31.79294,-95.13882,1100 Loop 62,Rusk,Cherokee County,
289548,6772,Gregg Family Home,State Historical Survey Committee,31.79499,-95.14241,808 E. 5th St,Rusk,Cherokee County,
289549,6769,The Dr. I.K. Frazier Home,State Historical Survey Committee,31.79498,-95.14408,474 E 5th St,Rusk,Cherokee County,
289550,6629,Site of Confederate Gun Factory,State of Texas,31.79625,-95.15686,496 W 6th St,Rusk,Cherokee County,
289552,6865,Terrell Lodge No. 83 A.F. & A.M.,Texas Historical Commission,31.65116,-95.07178,,Alto,Cherokee County,
289554,6915,Selman-Roark Cemetery,Texas Historical Commission,31.66398,-94.99343,12327 TX-21,Linwood,Cherokee County,
289555,6612,Candace Midkiff Bean,State of Texas,31.66310,-94.99333,12327 TX-21,Linwood,Cherokee County,
289556,6963,Helena Kimble Dill Nelson,State Historical Survey Committee,31.65795,-95.02525,10450 TX-21,Alto,Cherokee County,
289557,6868,Old Palestine Baptist Church,State Historical Survey Committee,31.65719,-95.01020,1350 County Rd 2610,Alto,Cherokee County,
289558,9254,Brewer Cemetery,State of Texas,31.73136,-94.84269,,Douglass,Nacogdoches County,
289559,17189,Brewer Cemetery,Texas Historical Commission,31.73102,-94.84250,13641 FM343,Douglass,Nacogdoches County,
289561,6616,James H. Bowman,State of Texas,31.50652,-94.94930,1354 County Rd 2626,Wells,Cherokee County,
289562,6617,John Joseph Bowman,Texas Historical Commission,31.50646,-94.94940,1354 County Rd 2626,Wells,Cherokee County,
289564,11806,Mt. Hope Cemetery,Texas Historical Commission,31.50535,-94.94933,1354 County Rd 2626,Wells,Cherokee County,
289566,9247,John Balch,State of Texas,31.56590,-94.42481,158 Co Rd 339,Melrose,Nacogdoches County,
289567,9267,Cove Springs Cemetery,Texas Historical Commission,31.56586,-94.42503,158 Co Rd 339,Melrose,Nacogdoches County,
289568,9266,John R. Clute,State of Texas,31.67105,-94.88251,,Douglass,Nacogdoches County,
289571,11796,Box's Fort,Texas Historical Commission,31.63701,-95.23480,10002 TX-294,Alto,Cherokee County,
289573,11798,Site of Fastrill,Texas Historical Commission,31.64109,-95.27478,,Alto,Cherokee County,
289575,6974,Lynches Chapel United Methodist Church and Cemetery,Texas Historical Commission,31.63368,-95.17767,701 Co Rd 2910,Alto,Cherokee County,
289576,23580,Landrum Community,Texas Historical Commission,31.63342,-95.17776,701 Co Rd 2910,Alto,Cherokee County,
289577,8784,Muse Cemetery,Texas Historical Commission,31.62593,-95.33378,275 County Rd 1219,Slocum,Anderson County,
289578,16823,Wilson Cemetery,Texas Historical Commission,31.62884,-95.31810,,Elkhart,Anderson County,
289580,9274,Gingerbread House,State Historical Survey Committee,31.49907,-94.34861,316 Gingerbread Ln,Chireno,Nacogdoches County,
289581,15445,"Camp Chireno, World War II P.O.W. Camp",Texas Historical Commission,31.49838,-94.35217,,Chireno,Nacogdoches County,
289582,16732,Chireno Lower Cemetery,Texas Historical Commission,31.49400,-94.34737,,Chireno,Nacogdoches County,
289583,11058,Site of Shawnee Town,The State of Texas,32.13155,-94.80611,2320 Hwy. 79 S,Henderson,Rusk County,
289584,8778,Site of the McClean Massacre,The State of Texas,31.62930,-95.50832,,Palestine,Anderson County,
289585,6628,In the Present County of Cherokee,The State of Texas,31.63461,-95.04567,,Alto,Cherokee County,
289619,12395,Joseph Wilson Baines,Texas State Historical Survey Committee,30.09827,-98.42074,418 Pecan St,Blanco,Blanco County,
289834,4497,Salem Lutheran Church,Texas Historical Commission,31.95276,-96.89655,718 County Rd 3424,Malone,Hill County,
289835,5425,The Savage Schools,Texas Historical Commission,31.93631,-96.84796,896 Ranch Rd 744,Malone,Hill County,
289838,16406,George Washington Savage,Texas Historical Commission,31.95505,-96.85567,496 County Rd 3430,Malone,Hill County,
289839,4263,Richland Cemetery,Texas Historical Commission,32.03584,-96.87213,485 Hcr 3418,Mertens,Hill County,
289841,18360,Shawnee Cattle Trail,Texas Historical Commission,32.24070,-96.92040,1900 L.R. Campbell Rd,Italy,Ellis County,
289842,18603,The Sims Family of Ellis County,Texas Historical Commission,32.24074,-96.92039,1900 L.R. Campbell Rd,Italy,Ellis County,
289850,23296,Cotton Industry in Ellis County,Texas Historical Commission,32.24077,-96.92039,1900 L.R. Campbell Rd,Italy,Ellis County,
289866,,Father Leopold Moczygemba,,28.95716,-97.89826,13879 N FM 81 Rd,Panna Maria,Karnes County,
289873,15,San Elizario Presidio Chapel / Capilla del Presidio de San Elizario,"Camino Real Trail Association (CARTA), Catholic Diocese of El Paso, County of El Paso, El Paso Community Foundation, El Paso County Historical Commission and El Paso Mission Trail Association",31.58495,-106.27315,1556 San Elizario Rd,San Elizario,El Paso County,
289939,14154,Major William G. Cooke,State of Texas,30.26530,-97.72738,909 Navasota Street,Austin,Travis County,
289942,16095,Josiah Pugh Wilbarger,,30.11554,-97.30553,1307 State Hwy 95,Bastrop,Bastrop County,
289943,410,Bird Creek Indian Battle,State of Texas,31.11614,-97.35900,1327 Merritt St,Temple,Bell County,
289954,13012,Santa Maria Cemetery,Texas Historical Commission,30.44533,-97.63202,1300 W Pecan Street,Pflugerville,Travis County,
289955,16099,Gen. Alexander Watkins Terrell,The State of Texas,30.26532,-97.72707,909 Navasota Street,Austin,Travis County,
289957,9199,Captain John Campbell Hunt,The State of Texas,30.04278,-97.17139,124 Powell Cemetery Rd,Smithville,Bastrop County,
289959,4774,Belton House,Texas Historical Commission,31.05494,-97.46165,333 Water St,Belton,Bell County,
