ref:US-TX:thc,ref:hmdb,isMissing,name,operator,hmdb:Latitude,hmdb:Longitude,addr:full,addr:city,addr:county
17231,93685,,Wheeler Cemetery,Texas Historical Commission,35.43173,-100.28281,,Wheeler,Wheeler County
11970,93682,,Wheeler County Courthouse,Texas Historical Commission,35.44458,-100.27303,401 Main Street,Wheeler,Wheeler County
5780,93681,,Wheeler County Jail,State Historical Survey Committee,35.44423,-100.2724,,Wheeler,Wheeler County
6920,148662,,Wheeler School,Texas Historical Commission,32.9454,-96.73243,400 S. Greenville Avenue,Richardson,Dallas County
11756,129297,,Wheelock,Texas Historical Commission,30.89975,-96.39275,,Wheelock,Robertson County
10956,129296,,Wheelock,the State of Texas,30.89971,-96.39252,,Wheelock,Robertson County
15998,232731,,Whetstone-Lancaster House,Texas Historical Commission,32.54138,-94.36513,302 E. Travis Street,Marshall,Harrison County
15545,91840,,Whisenhunt-Kinzie House,Texas Historical Commission,32.51422,-95.40958,205 S Main St,Lindale,Smith County
11558,281782,,Whitaker Cemetery,Texas Historical Commission,33.46351,-96.70315,2006 McConnell Rd,Gunter,Grayson County
7767,91505,,Whitaker-McClendon House,Texas Historical Commission,32.34321,-95.30927,806 W Houston St,Tyler,Smith County
10804,168797,,White Cemetery,Texas Historical Commission,29.85546,-95.05921,11011 Crosby Lynchburg Road,Highlands,Harris County
11814,94367,,White Chapel Cemetery,Texas Historical Commission,31.87958,-99.53589,,Coleman,Coleman County
5781,55860,,White Deer,State Historical Survey Committee,35.43436,-101.17259,,White Deer,Carson County
16365,150749,,White Deer Cemetery,Texas Historical Commission,35.41535,-101.18475,County Road Y,White Deer,Carson County
5782,55843,,White Deer Land Building,State Historical Survey Committee,35.53508,-100.96125,116 South Cuyler Street,Pampa,Gray County
17221,150746,,White Deer Sacred Heart Catholic Church,Texas Historical Commission,35.4397,-101.17645,613 Main Street,White Deer,Carson County
16355,149689,,White Deer United Methodist Church,Texas Historical Commission,35.42916,-101.16934,101 W 8th Street,White Deer,Carson County
14887,85238,,White Elephant Saloon,Texas Historical Commission,32.72271,-99.2975,,Albany,Shackelford County
8561,96450,,White Hall School,Texas Historical Commission,32.40751,-96.09433,14773 County Road 4007,Mabank,Kaufman County
8624,169238,,White Hall School,Texas Historical Commission,30.29875,-95.9724,14536 FM 362,Whitehall,Grimes County
12828,130343,,White House Café and Saloon,Texas Historical Commission,29.13416,-98.15905,1307 3rd Street,Floresville,Wilson County
11920,139095,,White Oak Baptist Church,Texas Historical Commission,32.52998,-94.86218,117 South White Oak Road,White Oak,Gregg County
