ref:US-TX:thc,ref:hmdb,isMissing,name,operator,hmdb:Latitude,hmdb:Longitude,addr:full,addr:city,addr:county
18853,182933,,William Henderson Maltby,Texas Historical Commission,27.80145,-97.39957,1150 Ramirez Street,Corpus Christi,Nueces County
11702,168489,,William Henry & Lydia Ann English Guyler,Texas Historical Commission,29.64579,-96.05622,1296 Cemetery Road,Wallis,Austin County
9423,97646,,William Henry Burnett,Texas Historical Commission,32.72678,-96.2823,921 South Rockwall Avenue,Terrell,Kaufman County
5830,91713,,William Henry Bush,Texas Historical Commission,35.22805,-101.88428,,Amarillo,Potter County
11520,116243,,William Henry Stark,Texas Historical Commission,30.09219,-93.73508,610 Main Avenue,Orange,Orange County
7506,59414,,William J. Killeen House,Texas Historical Commission,29.30065,-94.7863,1808 Ave K,Galveston,Galveston County
9543,173108,,William Jarvis Cannan,State Historical Survey Committee,29.00794,-95.3164,,Freeport,Brazoria County
5831,79083,,William Jeff Maltby,Texas Historical Commission,32.28943,-99.37356,,Baird,Callahan County
7499,50275,,William Jefferson Jones,Texas Historical Commission,29.39825,-94.89275,,Texas City,Galveston County
5832,70513,,William Jesse McDonald,State Historical Survey Committee,34.30658,-99.73002,,Quanah,Hardeman County
11663,139048,,William Jesse McDonald,Texas Historical Commission,32.66393,-95.48663,116 North Newsom Street,Mineola,Wood County
9538,111119,,William Joel Bryan,State Historical Survey Committee,28.97647,-95.4731,,Jones Creek,Brazoria County
5833,146804,,William John Marsh,Texas Historical Commission,32.76288,-97.36631,,Fort Worth,Tarrant County
9778,159705,,William Johnson Cabin,State Historical Survey Committee,29.68386,-97.64691,,Luling,Caldwell County
5834,191904,,William Jones Elliot Heard and Egypt Plantation,Texas Historical Commission,29.40378,-96.23349,,Egypt,Wharton County
7113,194923,,William L. and Emma Hawkins House,Texas Historical Commission,32.4824,-97.00103,803 West Main Street,Midlothian,Ellis County
7812,164065,,William Lane,State Historical Survey Committee,33.06417,-96.10473,,Greenville,Hunt County
5835,261089,,William Lenard Foster,Texas Historical Commission,31.76393,-101.01524,,Sterling City,Sterling County
5836,183513,,William Letchworth Hurst,Texas Historical Commission,32.82316,-97.18988,,Hurst,Tarrant County
5837,254054,,William Lewis Ellis,State Historical Survey Committee,33.57455,-99.24229,563 FM1286,Seymour,Baylor County
7535,142496,,"William Lewis Moody, Jr.",State Historical Survey Committee,29.3054,-94.7934,2219 Market Street,Galveston,Galveston County
9315,42789,,William M. Owen House Complex,Texas Historical Commission,30.51507,-97.68979,900 Chisholm Trail Rd.,Round Rock,Williamson County
5838,147092,,William M. Rice,Texas Historical Commission,32.88896,-97.54798,300 S Stewart Street,Azle,Tarrant County
5839,264164,,William Madison McDonald,Texas Historical Commission,32.77229,-97.34723,701 Grand Ave.,Fort Worth,Tarrant County
12885,95801,,William Madison McDonald,Texas Historical Commission,32.74693,-96.47132,200 E Main St,Forney,Kaufman County
5840,117977,,William Mathias Miller,State Historical Survey Committee,30.69293,-101.20265,,Ozona,Crockett County
10541,190784,,William McFaddin,State Historical Survey Committee,30.10157,-94.10046,,Beaumont,Jefferson County
12381,178015,,William McKendree Lambdin,Texas Historical Commission,31.55391,-97.11858,100 Texas Ranger Trail,Waco,McLennan County
3332,130391,,William Menefee,Texas Historical Commission,29.70639,-96.53994,400 Spring Street,Columbus,Colorado County
5842,201824,,William Moten Vaughan,State Historical Survey Committee,34.46512,-101.28716,,Silverton,Briscoe County
9343,77979,,William O. Spencer,Texas Historical Commission,30.6778,-97.9481,,Liberty Hill,Williamson County
5843,188047,,William Owen Davis,Texas Historical Commission,33.63075,-97.12544,710 Fair Avenue,Gainesville,Cooke County
14857,168017,,William P. Hardeman,State of Texas,30.26532,-97.72718,909 Navasota Street,Austin,Travis County
7994,150877,,William Persky,Texas Historical Commission,30.75034,-97.13843,,Buckholts,Milam County
5844,92256,,William Rees,State Historical Survey Committee,31.74363,-96.54565,,Tehuacana,Limestone County
5845,258550,,William Reeves House,Texas Historical Commission,32.72026,-97.33182,2208 Hemphill Street,Fort Worth,Tarrant County
10376,37035,,William Richardson,Texas Historical Commission,32.26471,-95.93485,,Athens,Henderson County
6567,192587,,William Robert Smith,State Historical Survey Committee,28.81451,-97.00567,2201 N Main Street,Victoria,Victoria County
17201,192203,,William Rubio Carbajal,Texas Historical Commission,28.67643,-97.39467,749 North Church Street,Goliad,Goliad County
9859,171504,,"William Rufus Boyd, Jr.",State Historical Survey Committee,31.621,-96.29762,,Teague,Freestone County
10783,129954,,William S. Stilwell,State of Texas,29.75716,-95.37898,1217 West Dallas Street,Houston,Harris County
7917,128619,,William S. Taylor,the State of Texas,30.38848,-95.69767,309 Pond Street,Montgomery,Montgomery County
6855,149143,,William Sachse Cemetery,Texas Historical Commission,32.97869,-96.59375,3033 6th Street,Sachse,Dallas County
1201,244011,,William Shelby Delaney,Texas Historical Commission,29.70102,-96.53963,,Columbus,Colorado County
16122,158474,,William Sidney Pittman,Texas Historical Commission,32.78704,-96.7897,624 N Good Latimer Expressway,Dallas,Dallas County
5846,95372,,William Smothers,Texas Historical Commission,29.42026,-96.95609,,Hallettsville,Lavaca County
6463,170117,,William Steele,State of Texas,30.31003,-97.76051,2210 W 35th Street,Austin,Travis County
5847,242500,,William T. Miller Grist Mill,Texas Historical Commission. Adjacent DAR marker: Texas State Society Daughters of American Revolution (DAR),32.08482,-98.34405,120 S. Park Street,Dublin,Erath County
12753,179148,,William Templeton Millican,Texas Historical Commission,30.46442,-96.26069,,Millican,Brazos County
9927,127631,,William Tennant Austin,Texas Historical Commission,29.27273,-94.82585,3015 57th Street,Galveston,Galveston County
5848,224181,,William Terry Allen Log Cabin,Texas Historical Commission,32.75812,-97.46133,8318 Hanon Dr,White Settlement,Tarrant County
282,226063,,William Thatcher Baker,Texas State Historical Survey Committee,31.71091,-98.1197,,Hamilton,Hamilton County
20060,279845,,William Thomas Campbell,Texas Historical Commission,31.07332,-98.1807,509 E Ave F,Lampasas,Lampasas County
15305,44738,,William Tom,State of Texas,30.26539,-97.72731,909 Navasota Street,Austin,Travis County
15192,166352,,William Vanoy Criswell,State of Texas,30.26529,-97.72745,909 Navasota Street,Austin,Travis County
10125,163931,,William Wahrmund House,Texas Historical Commission,30.27695,-98.87432,206 West Main Street,Fredericksburg,Gillespie County
17836,168609,,William Walter “Pudge” Heffelfinger,Texas Historical Commission,28.89818,-96.17867,,Blessing,Matagorda County
5209,160241,,William Walter Taylor,State Historical Survey Committee,30.48293,-99.78133,,Junction,Kimble County
12893,155556,,William Ware,Texas Historical Commission,29.60242,-99.52119,,Utopia,Uvalde County
11730,150627,,William Whitaker Reed,Texas Historical Commission,31.05676,-97.46478,,Belton,Bell County
12965,194771,,William Whitley Wheat,Texas Historical Commission,33.49614,-96.65507,2095 Hall Cemetery Road,Howe,Grayson County
13194,167939,,Williams Cemetery,Texas Historical Commission,33.1708,-96.66724,2800 Williams Drive,McKinney,Collin County
15250,231127,,Williams Creek School,Texas Historical Commission,30.19361,-98.60059,5501 Ranch Rd 1623,Albert,Gillespie County
18114,225480,,Williams Family,Texas Histroical Commission,29.55427,-95.71848,,Richmond,Fort Bend County
17223,255868,,Williams Medical Clinic Building,Texas Historical Commission,32.66512,-95.49295,415 W. Kilpatrick St,Mineola,Wood County
17308,238960,,Williams Ranch Cemetery,Texas Historical Commission,31.51038,-98.655,,Mullin,Mills County
12310,24957,,Williams-Buck Cemetery,Texas Historical Commission,30.73062,-97.91031,,Liberty Hill,Williamson County
7063,255562,,Williams-Erwin House,Texas Historical Commission,32.39436,-96.84791,412 W. Marvin Ave,Waxahachie,Ellis County
11596,58098,,"Williams-Tucker House, 1837-40",State Historical Survey Committee,29.2878,-94.80427,,Galveston,Galveston County
12887,26768,,Williams-Weigl House,Texas Historical Commission,30.30342,-97.728,4107 Avenue H,Austin,Travis County
13879,24954,,Williamson County,Texas Historical Commission,30.63687,-97.67751,710 S Main St,Georgetown,Williamson County
13880,25038,,Williamson County Courthouse,Texas Historical Commission,30.63687,-97.67755,710 South Main Street,Georgetown,Williamson County
14481,25548,,Williamson County Jail,the State Historical Survey Committee,30.64025,-97.67754,312 S Main St,Georgetown,Williamson County
13875,25319,,Williamson County Sun,Texas Historical Commission,30.63731,-97.67701,709 S Main St,Georgetown,Williamson County
11740,178533,,Willingham Spring Baptist Church,Texas Historical Commission,30.91758,-97.62047,,Salado,Bell County
7908,127477,,Willis,State Historical Survey Committee,30.42491,-95.47985,,Willis,Montgomery County
15306,25760,,Willis Avery,State of Texas,30.26535,-97.72744,909 Navasota Street,Austin,Travis County
7910,232039,,Willis Male and Female College,State Historical Survey Committee,30.42758,-95.48224,104 West Rogers Street,Willis,Montgomery County
7911,232036,,Willis Methodist Church,State Historical Survey Committee,30.42536,-95.48155,209 North Thomason Street,Willis,Montgomery County
14037,149191,,Willow Grove Community Cemetery,Texas Historical Commission,31.5506,-97.3034,,Woodway,McLennan County
5853,73313,,Willow Springs,Texas Historical Commission,31.66462,-103.01787,,Kermit,Winkler County
11264,245561,,Willowhole Cemetery,Texas Historical Commission,30.88342,-96.09536,12912 Farm to Market Rd 1372,North Zulch,Madison County
11448,244633,,Wills Point Schools,Texas Historical Commission,32.70698,-96.01451,100 School St,Wills Point,Van Zandt County
13010,207336,,Wilma Carlton,Texas Historical Commission,31.07863,-97.3641,2401 South 31st Street,Temple,Bell County
6922,152067,,Wilson Block,Texas Historical Commission,32.78872,-96.78533,2922 Swiss Avenue,Dallas,Dallas County
16823,289578,,Wilson Cemetery,Texas Historical Commission,31.62884,-95.3181,,Elkhart,Anderson County
23299,269127,,Wilson Cemetery,Texas Historical Commission,33.3217,-96.99769,7821 Wilson Cemetery Rd,Krugerville,Denton County
11265,135754,,Wilson Chapel Methodist Church,Texas Historical Commission,30.94566,-95.9218,,Madisonville,Madison County
5856,118723,,Wilson County Courthouse,Texas Historical Commission,29.13318,-98.15751,1420 3rd St,Floresville,Wilson County
5857,110537,,Wilson Mercantile Company,State Historical Survey Committee,33.31724,-101.72437,,Wilson,Lynn County
13508,256841,,Wilson N. Jones,Texas Historical Commission,33.63826,-96.62393,500 N Highland Avenue,Sherman,Grayson County
5858,167413,,Wilson Potteries,Texas Historical Commission,29.52479,-97.80887,,Seguin,Guadalupe County
15206,25555,,Wilson Springs Cemetery,Texas Historical Commission,30.59578,-97.46329,,Taylor,Williamson County
5859,29382,,Wilson Van Dyke,Texas Historical Commission,31.01858,-97.48376,,Belton,Bell County
13894,69215,,Wilson-Leonard Brushy Creek Burial Site,Texas Historical Commission,30.54023,-97.77222,,Cedar Park,Williamson County
10337,194035,,Wimberley Mills,Texas Historical Commission,29.99739,-98.09878,101 River Road,Wimberley,Hays County
5860,220188,,Winchester Cemetery,State Historical Survey Committee,30.00931,-97.00775,8315 FM153,Winchester,Fayette County
5863,84603,,Winedale Stagecoach Inn,State Historical Survey Committee,30.08652,-96.64128,,Round Top,Fayette County
15782,234983,,Winfield Cemetery,Texas Historical Commission,33.15846,-95.11071,,Winfield,Titus County
18230,150337,,Winfree Baptist Church,Texas Historical Commission,30.06554,-93.82095,19525 TX-62,Orange,Orange County
5865,61317,,Wink,State Historical Survey Committee,31.75442,-103.1577,,Wink,Winkler County
17754,110139,Confirmed Missing,Wink Junior High and High School,Texas Historical Commission,31.75496,-103.15249,200 North Rosey Dodd Avenue,Wink,Winkler County
11648,272092,,Winkler,Texas Historical Commission,31.93498,-96.21592,9986 Farm to Market 416,Streetman,Navarro County
5867,201829,Confirmed Missing,Winkler County Courthouse,State Historical Survey Committee,31.85677,-103.0935,,Kermit,Winkler County
5868,61286,,Winkler County Discovery Well,State Historical Survey Committee,31.75604,-103.15653,,Wink,Winkler County
6924,152495,,Winnetka Heights,Texas Historical Commission,32.74499,-96.84556,107 W Jefferson Boulevard,Dallas,Dallas County
9144,76265,,Winnie-Stowell,Texas Historical Commission,29.8131,-94.38145,,Winnie,Chambers County
6925,162566,,Winniford House,Texas Historical Commission,32.56263,-96.7372,1921 Nokomis Road,Lancaster,Dallas County
15484,44739,,Winslow Turner,State of Texas,30.2671,-97.72679,909 Navasota Street,Austin,Travis County
17911,82443,,Winters,Texas Historical Commission,31.95828,-99.96267,,Winters,Runnels County
5870,82477,,Winters Brass Band,State Historical Survey Committee,31.96602,-99.96258,,Winters,Runnels County
5871,95279,,Winters FFA Chapter,Texas Historical Commission,31.96409,-99.96115,,Winters,Runnels County
5872,82444,,"Winters Lodge No. 743, A.F. & A.M.",State Historical Survey Committee,31.95782,-99.96271,102 N. Main St,Winters,Runnels County
5873,82445,,Winters State Bank,State Historical Survey Committee,31.95785,-99.963,100 W. Dale St,Winters,Runnels County
12006,198763,,Winters-Wimberley House,Texas Historical Commission,29.99799,-98.09879,14068 Ranch Road 12,Wimberley,Hays County
5877,108530,,Wise County C.S.A.,State of Texas,33.23423,-97.58693,,Decatur,Wise County
5874,138077,,Wise County Courthouse,State Historical Survey Committee,33.23451,-97.58702,101 North Trinity Street,Decatur,Wise County
5875,108535,,Wise County Messenger,Texas Historical Commission,33.2334,-97.58639,115 S Trinity Street,Decatur,Wise County
18480,286751,,Wisely Hall,Texas Historical Commission,31.62262,-94.64974,221 Aikman Drive,Nacogdoches,Nacogdoches County
9027,237009,,Wisener Field,Texas Historical Commission,32.67232,-95.51023,1412 Country Club Drive,Mineola,Wood County
5880,110904,,Witness Tree,State Historical Survey Committee,32.71899,-100.9193,1916 23rd Street,Snyder,Scurry County
5881,110903,,Witness Tree,State Historical Survey Committee,32.7193,-100.91927,1917 23rd Street,Snyder,Scurry County
5883,227332,,Witten Cemetery,Texas Historical Commission,32.87839,-97.123,2802 Jackson Ct,Colleyville,Tarrant County
17825,206435,,Witting School,Texas Historical Commission,29.50947,-97.05649,,Witting,Lavaca County
5884,220233,,Wizard Wells,Texas Historical Commission,33.20079,-97.97111,,Wizard Wells,Jack County
5885,89616,,Wolf Valley Cemetery,Texas Historical Commission,32.02641,-98.93446,,May,Brown County
23347,239982,,Wolfforth Cemetery,Texas Historical Commission,33.5053,-102.02541,937 W 5th St,Wolfforth,Lubbock County
5887,235151,,Wolfson House,Texas Historical Survey Commission,29.43019,-98.48575,415 Broadway,San Antonio,Bexar County
7768,91542,,Woman's Building,Texas Historical Commission,32.33864,-95.30084,911 S Broadway Ave,Tyler,Smith County
15786,53586,,Woman’s Club of Aransas County Building,Texas Historical Commission,28.026,-97.04995,1104 E Concho St,Rockport,Aransas County
5891,29041,,Woman's Wednesday Club,Texas Historical Commission,30.79593,-97.42942,140 W Clark St,Bartlett,Bell County
5892,152232,,Woman's Wednesday Club,Texas Historical Commission,31.05744,-97.46326,201 N. Main St,Belton,Bell County
5893,88710,,Women Airforce Service Pilots,Texas Historical Commission.,32.46269,-100.47351,300 Homer K Taylor Drive,Sweetwater,Nolan County
9402,286755,,Women's Army Corps School,Texas Historical Commission,31.62189,-94.64832,,Nacogdoches,Nacogdoches County
15814,157871,,Women's Suffrage in Dallas County,Texas Historical Commission,32.7786,-96.807,100 S Houston St,Dallas,Dallas County
10338,53525,,Wonder Cave,State Historical Survey Committee,29.87747,-97.95689,1000 Prospect Street,San Marcos,Hays County
5896,92481,,Wood Cemetery,Texas Historical Commission,31.58243,-97.85562,,Jonesboro,Coryell County
13752,139235,,Wood County Courthouse,Texas Historical Commission,32.79583,-95.45198,100 South Main Street,Quitman,Wood County
18576,165636,,Wood Street Settlement at Shoal Creek,Texas Historical Commission,30.27072,-97.75153,,Austin,Travis County
17218,212054,,Wood-Jackson House,Texas Historical Commission,28.02937,-97.05159,701 N Magnolia St,Rockport,Aransas County
7913,274470,,Wood-Valda Home,State Historical Survey Committee,30.39109,-95.69544,303 Mason St,Montgomery,Montgomery County
7769,33551,,Wood-Verner Cemetery,Texas Historical Commission,32.37695,-95.42889,,Tyler,Smith County
5897,264567,,Woodbury Missionary Baptist Church,State Historical Survey Committee,32.0501,-97.23178,1793 FM 309,Woodbury,Hill County
9912,167952,,Woodland Cemetery,Texas Historical Commission,31.78413,-96.34223,,Kirvin,Freestone County
14729,267865,,Woodland Heights Community,Texas Historical Commission,29.78688,-95.37326,,Houston,Harris County
8482,8040,,"Woodland, Home of Sam Houston",State Historical Survey Committee,30.71513,-95.55289,1302 19th Street,Huntsville,Walker County
6923,151393,,Woodrow Wilson High School,Texas Historical Commission,32.80542,-96.75075,100 S Glasgow Drive,Dallas,Dallas County
22626,258941,,Woodrum-Boyd House,Texas Historic Commission,33.2339,-97.12707,2106 N Bell Ave,Denton,Denton County
12346,290449,,Woods Cemetery,Texas Historical Commission,30.97576,-93.64657,12426 FM1414,Burkeville,Newton County
5901,81128,,Woods Chapel Cemetery,Texas Historical Commission,32.75678,-100.20325,,McCaulley,Fisher County
10851,268294,,Woods Methodist Church,State Historic Survey Committee,32.01023,-94.25124,381 Co Rd 433,Woods,Panola County
15421,268293,,Woods New Hope Baptist Church,Texas Historical Commission,32.00592,-94.2478,120 Co Rd 425,Woods,Panola County
15640,137150,,Woods Park,Texas Historical Commission,30.85629,-93.74904,,Newton,Newton County
12854,195933,,Woods Prairie Cemetery,Texas Historical Commission,29.94652,-97.05407,500 Woods Prairie Cemetery Lane,West Point,Fayette County
12169,165505,,Woodsboro Square,Texas Historical Commission,28.23964,-97.32867,,Woodsboro,Refugio County
11462,46111,,Woodville Academy and Woodville College,State Historical Survey Committee,30.7752,-94.4155,100 West Bluff Street,Woodville,Tyler County
11463,161385,,Woodville Magnolia Cemetery,Texas Historical Commission,30.78041,-94.42187,,Woodville,Tyler County
12619,55823,,Woody Guthrie,Texas Historical Commission,35.53336,-100.95997,320 South Cuyler Street,Pampa,Gray County
22639,202375,,Woody-Kutch Livestock Commission Company,Texas Historical Commission,32.7899,-97.34672,131 East Exchange Avenue,Fort Worth,Tarrant County
6428,26772,,Wooldridge Park,State Historical Survey Committee,30.27218,-97.74531,900 Guadalupe Street,Austin,Travis County
23706,223798,,Wooldridge Square,Texas Historical Commission,30.27207,-97.74575,900 Guadalupe Street,Austin,Travis County
5904,226540,,Woolfolk-McCall House,Texas Historical Commission,32.7572,-97.79942,202 S. Waco Street,Weatherford,Parker County
12604,157342,,Woolls Building,Texas Historical Commission,29.94487,-99.03739,318 San Antonio Street,Center Point,Kerr County
10806,275446,,Wooster Common School No. 38,Texas Historical Commission,29.78229,-94.96491,5117 North Main Steet,Baytown,Harris County
18119,282273,,Wooster Community,Texas Historical Commission,29.74928,-95.03205,5900 Bayway Drive,Baytown,Harris County
10806,50136,Confirmed Missing,Wooster School,Texas Historical Commission,29.78225,-94.9649,5117 N Main St,Baytown,Harris County
10958,208709,,Wootan Wells,State Historical Survey Committee,31.139,-96.72267,,Bremond,Robertson County
5905,105220,,Work Building,State Historical Survey Committee,33.65877,-101.23901,119 West Aspen Street,Crosbyton,Crosby County
12237,96065,,World War I Peace Monument,Texas Historical Commission,31.66731,-100.71227,,Water Valley,Tom Green County
20169,245650,,World War I Physicians from Galveston,Texas Historical Commission,29.31119,-94.77898,,Galveston,Galveston County
13116,118778,,World War II Coastal Defenses at Sabine Pass,Texas Historical Commission,29.73332,-93.8745,6100 Dick Dowling Road,Sabine Pass,Jefferson County
15267,45832,,World War II Coastal Defenses at the Aransas Pass,Texas Historical Commission,27.835,-97.05328,,Port Aransas,Nueces County
,111378,,World War II Enemy Alien Internment,Texas Historical Commission,28.69104,-99.82474,104 Popeye Lane,Crystal City,Zavala County
5908,100355,,World War II Prisoner of War Camp at McLean,Texas Historical Commission,35.24136,-100.53891,,McLean,Gray County
5909,61235,,World's First Rodeo,State Historical Survey Committee,31.41303,-103.48754,,Pecos,Reeves County
10007,96134,,World's Richest Acre,State Historical Survey Committee,32.38688,-94.87625,,Kilgore,Gregg County
22849,286933,,Worley Bridge,Texas Historical Commission,30.68987,-97.13721,,Rockdale,Milam County
13939,119669,,WPA Projects at Kyle School,Texas Historical Commission,29.99149,-97.87809,,Kyle,Hays County
5913,218062,,Wright-Henderson-Duncan House,Texas Historical Commission,32.43533,-97.79507,703 Spring Street,Granbury,Hood County
11080,268603,,Wright's Cemetery,Texas Historical Commission,32.23437,-94.68047,5917 Co Rd 272,Henderson,Rusk County
13182,126059,,WRR Radio,Texas Historical Commission,32.77611,-96.75959,1516 1st Avenue,Dallas,Dallas County
10807,136066,,Wunderlich Farm,Texas Historical Commission,30.02993,-95.54845,18218 Theiss Mail Route Road,Klein,Harris County
10808,196127,,Wunsche Bros. Saloon and Hotel,Texas Historical Commission,30.07925,-95.41752,103 Midway Street,Spring,Harris County
18682,210826,,Wurstfest,Texas Historical Commission,29.70836,-98.13065,120 Landa Park Drive,New Braunfels,Comal County
23272,286714,,WWII Meeting of Presidents Camacho and Roosevelt,Texas Historical Commission,27.71496,-97.32284,6300 Ocean Drive,Corpus Christi,Nueces County
8115,155570,,Wyatt Chapel Community Cemetery,Texas Historical Commission,30.10291,-95.98706,,Prairie View,Waller County
17547,164633,,Wylie,Texas Historical Commission,33.01286,-96.53943,,Wylie,Collin County
17193,245275,,Wylie Cemetery,Texas Historical Commission,33.01277,-96.53223,,Wylie,Collin County
6223,245271,,Wylie Methodist Church,Texas Historical Commission,33.03221,-96.57023,1401 Country Club Road,Wylie,Collin County
9010,212056,,Wyly Martin,The State of Texas,29.57765,-95.75695,1000 Front St,Richmond,Fort Bend County
5915,182926,,Wynn Seale Junior High School,Texas Historical Commission,27.77153,-97.40369,1701 Ayers Street,Corpus Christi,Nueces County
16323,237024,,Wynne & Wynne Law Office,Texas Historical Commission,32.7091,-96.0088,137 W. James Street,Wills Point,Van Zandt County
14377,180456,,Wynne House,Texas Historical Commission,30.72395,-95.55544,1428 11th Street,Huntsville,Walker County
15009,24963,,XI Chapter Kappa Alpha Order,Texas Historical Commission,30.63573,-97.66781,,Georgetown,Williamson County
5916,91794,,XIT General Office,State Historical survey Committee,35.68604,-102.33163,,Channing,Hartley County
5456,73668,,XIT Ranch South Line,State Historical Survey Committee,34.18174,-102.7336,,Muleshoe,Bailey County
11563,258718,,XXI Club,State Historical Survey Committee,33.75732,-96.53895,241 West Gandy St,Denison,Grayson County
,163343,,Y.B. Reed,State Historical Survey Committee,33.43081,-96.33851,,Trenton,Fannin County
5921,122870,,Y.O. Ranch,Texas Historical Commission,30.12093,-99.61186,,Mountain Home,Kerr County
12556,162644,,Yancey United Methodist Church,Texas Historical Commission,29.13938,-99.14296,,Yancey,Medina County
10380,202005,,Yarborough House,State Historical Survey Committee,32.30759,-95.47585,426 Old Tyler Road,Chandler,Henderson County
5923,131940,,Yarbrough Bend,State Historical Survey Committee,28.46003,-98.44179,,Tilden,McMullen County
7771,91333,,Yarbrough Building,Texas Historical Commission,32.35179,-95.30001,100 E Ferguson St,Tyler,Smith County
6952,286239,,Yates and Methodist Protestant Cemeteries,Texas Historical Commission,33.37007,-95.67774,,Cooper,Delta County
5924,194503,,Yates Hotel,Texas Historical Commission,31.22086,-101.93949,,Rankin,Upton County
5925,171943,,Ye Kendall Inn,Texas Historical Commission,29.79409,-98.73339,128 West Blanco Road,Boerne,Kendall County
17875,207096,,Yee Pat Ling,Texas Historical Commission,31.11097,-97.33017,1873 North Front Street,Temple,Bell County
18442,203941,,Yegua Center at Somerville ISD,Texas Historical Commission,30.34128,-96.53534,616 8th Street,Somerville,Burleson County
8658,74292,,Yegua Creek,Texas Historical Commission,30.32567,-96.51157,,Somerville,Burleson County
18523,109026,,Yellow Fever Epidemic of 1867,Texas Historical Commission,29.91119,-96.86797,,La Grange,Fayette County
16542,171475,,Yellow Jacket Stadium,Texas Historical Commission,32.3421,-97.40149,1201 West Henderson Street,Cleburne,Johnson County
14862,106352,,Yellowhouse Canyon,the State of Texas,33.59269,-101.83552,,Lubbock,Lubbock County
16283,290431,,Yellowpine Cemetery,Texas Historical Commission,31.25767,-93.82182,6599 TX-87,Yellowpine,Sabine County
22403,206788,,Yettie Kersting,Texas Historical Commission,30.06889,-94.79796,1353 North Travis Street,Liberty,Liberty County
11651,59697,,YMCA of Corsicana,Texas Historical Commission,32.10157,-96.47361,400 West Oaklawn,Corsicana,Navarro County
5926,125469,,Yoakum,Texas Historical Commission,29.2992,-97.15761,,Yoakum,Lavaca County
5927,73468,,Yoakum County,State of Texas,33.18884,-102.82931,,Plains,Yoakum County
18860,167215,,Yoakum National Bank,Texas Historical Commission,29.29001,-97.15217,301 West Grand Avenue,Yoakum,DeWitt County
5929,176544,,Youens-Hopkins House,State Historical Survey Committee,29.71154,-96.54054,617 Milam Street,Columbus,Colorado County
9372,25510,,Young House,Texas Historical Commission,30.71705,-97.43813,532 E Davilla St,Granger,Williamson County
10584,173297,,Young Men's Christian Association Of Beaumont,Texas Historical Commission,30.08632,-94.10329,934 Calder Avenue,Beaumont,Jefferson County
9242,160307,,Young School House and Cemetery,Texas Historical Commission,29.98856,-97.27516,,Smithville,Bastrop County
10585,173691,,Young Women's Christian Association <small>of Beaumont</small>,Texas Historical Commission,30.08632,-94.10033,	660 Calder Street,Beaumont,Jefferson County
12142,289052,,Youngblood Memorial Presbyterian Church,Texas Historical Commission,31.46846,-97.11839,200 S Old Robinson Rd,Robinson,McLennan County
11652,214219,,Younger Cemetery,Texas Historical Commission,31.96282,-96.64532,213 SW County Road 3140,Purdon,Navarro County
5934,134510,Confirmed Missing,Yucatan Soldiers' Burial Site,Texas Historical Commission,28.2938,-97.2768,,Refugio,Refugio County
6789,92012,,Z. Motley Cemetery,Texas Historical Commission,32.81423,-96.65752,3737 Motley Drive,Mesquite,Dallas County
15249,166224,Reported Missing,Z.N. Morrell,Texas Historical Commission,30.2653,-97.72739,909 Navasota Street,Austin,Travis County
6427,25699,,Zachary Taylor Fulmore,State Historical Survey Committee,30.27402,-97.7444,1000 Guadalupe Street,Austin,Travis County
5939,269520,,Zapata County,the State of Texas,26.95457,-99.34244,,Zapata,Zapata County
5940,61300,,Zapp Building,Texas Historical Commission,29.90425,-96.67678,121 W Fayette St,Fayetteville,Fayette County
5944,111374,,Zavala County,State Historical Survey Committee,28.67979,-99.82712,200 East Uvalde Street,Crystal City,Zavala County
17292,167214,,Zavala Elementary School,Texas Historical Commission,30.25823,-97.71983,10 Robert Martinez Jr.,Austin,Travis County
6962,121256,,Zebulon Pike Campsite,Texas Historical Commission,31.599,-95.15083,1649 State Highway 21 West,Alto,Cherokee County
9786,76908,,Zedler's Mills,Texas Historical Commission,29.66742,-97.65137,1170 South Laurel Avenue,Luling,Caldwell County
20084,201977,,Zeno Smith,Texas Historical Commission,29.58765,-96.33311,310 East Main Street,Eagle Lake,Colorado County
5945,287320,,Zenobia Trimble,Texas Historical Commission,33.86461,-98.55632,4300 Southwest Pkwy,Wichita Falls,Wichita County
5948,89654,,Zephyr Cemetery,Texas Historical Commission,31.66445,-98.78597,,Zephyr,Brown County
5949,89652,,Zephyr Gospel Tabernacle,Texas Historical Commission,31.67484,-98.79259,,Zephyr,Brown County
5951,89650,,Zephyr Presbyterian Church,Texas Historical Commission,31.67945,-98.79651,11275 County Road 281,Zephyr,Brown County
16954,168113,,Zeta Tau Alpha House,Texas Historical Commission,30.29296,-97.74257,2711 Nueces Street,Austin,Travis County
5952,120713,,Zimmerman Cemetery,Texas Historical Commission,28.5435,-96.54419,,Magnolia Beach,Calhoun County
5953,104631,,Zimmerman House,Texas Historical Commission,33.9802,-101.34314,516 South 1st Street,Floydada,Floyd County
20130,158885,,Zion Cemetery,Texas Historical Commission,30.76898,-96.09152,,Iola,Grimes County
17970,268124,,Zion Church of Kurten,Texas Historical Commission,30.78793,-96.26577,849 FM2038,Kurten,Brazos County
10132,157149,,Zion Evangelical Lutheran Church,State Historical Survey Committee,30.28002,-98.87879,426 North Main Street,Fredericksburg,Gillespie County
5955,158050,,Zion Evangelical Lutheran Church,Texas Historical Commission,31.67531,-98.50835,,Priddy,Mills County
