ref:hmdb,ref:US-TX:thc,name,Subtitle,Add'l Subtitle,memorial:website,year,,operator,hmdb:Latitude,hmdb:Longitude,addr:full,addr:city,Section or Quarter,addr:county,addr:state,Marker Notes,isMissing,,First Published,Last Update
192555,15320,First Christian Church of El Campo,,,https://www.hmdb.org/m.asp?m=192555,2004,,Texas Historical Commission,29.19848,-96.27325,205 W West Street,El Campo,,Wharton County,Texas,"It is at the intersection of W West Street and Fahrenthold Street, on the right when traveling east on W West Street. ",,,2/24/2022,2/24/2022
162991,15321,Audie Murphy’s Homecoming,"June 15, 1945",,https://www.hmdb.org/m.asp?m=162991,2008,,Texas Historical Commission,33.16326,-96.36118,,Farmersville,,Collin County,Texas,"It is at the intersection of McKinney Street and South Washington Street, in the median on McKinney Street. ",,,12/21/2020,1/6/2025
25852,15328,Doyle Farm,,,https://www.hmdb.org/m.asp?m=25852,1974,,Texas Historical Commission,30.2214,-97.75011,,Austin,Greater South River City,Travis County,Texas,"It can be reached from Interstate 35 Frontage Road south of Woodward Street, on the right when traveling south. ",,,1/1/2010,2/1/2023
26609,15330,Swedish Central Methodist Church,,,https://www.hmdb.org/m.asp?m=26609,1975,,Texas Historical Commission,30.27619,-97.74112,,Austin,Downtown Austin,Travis County,Texas,"It is at the intersection of West 14th Street and Colorado Street, on the right when traveling east on West 14th Street. ",,,1/22/2010,2/1/2023
26725,15334,Col. Lewis Miles Hobbs Washington,"Dec. 2, 1813 - Feb. 1857",,https://www.hmdb.org/m.asp?m=26725,1983,,Texas Historical Commission,30.27716,-97.72631,1601 Navasota Street,Austin,Central East Austin,Travis County,Texas,It can be reached from Navasota Street north of East 15th Street. ,,,1/25/2010,2/1/2023
25697,15335,Andrew Jackson Zilker,,,https://www.hmdb.org/m.asp?m=25697,2003,,Texas Historical Commission,30.26417,-97.77091,,Austin,Barton Hills,Travis County,Texas,"It can be reached from William Barton Drive west of Andrew Zilker Road, on the left when traveling west. ",,,12/27/2009,2/1/2023
168640,15337,St. Peter’s Catholic Church,,,https://www.hmdb.org/m.asp?m=168640,2008,,Texas Historical Commission,28.86991,-96.21997,206 Hickory Street,Blessing,,Matagorda County,Texas,"It is at the intersection of Hickory Street and Avenue A, on the right when traveling west on Hickory Street. ",,,3/14/2021,3/14/2021
26608,15338,Stuart Female Seminary,,,https://www.hmdb.org/m.asp?m=26608,1973,,Texas Historical Commission,30.26651,-97.72728,1212 E 9th St,Austin,Central East Austin,Travis County,Texas,"It is at the intersection of East 9th Street and Navasota Street, on the right when traveling west on East 9th Street. ",,,1/22/2010,2/1/2023
218971,15339,P.O.W. Camp Chapel,,,https://www.hmdb.org/m.asp?m=218971,1992,,Texas Historical Commission,34.74577,-102.42494,,Hereford,,Castro County,Texas,"It is on County Road H 3.5 miles south of U.S. 60, on the right when traveling south. ",,,3/27/2023,3/27/2023
104856,15340,Garden of Memories Cemetery,Historic Texas Cemetery,,https://www.hmdb.org/m.asp?m=104856,2004,,Texas Historical Commission,34.00655,-100.29298,,Paducah,,Cottle County,Texas,It is at the intersection of Clare Street and South 1st Street when traveling east on Clare Street. ,,,6/30/2017,6/30/2017
169538,15341,John W. McHorse,,,https://www.hmdb.org/m.asp?m=169538,1936,,State of Texas,30.26541,-97.72707,909 Navasota Street,Austin,Blackshear-Prospect Hill,Travis County,Texas,"It can be reached from Navasota Street north of East 7th Street, on the right when traveling north. ",,,3/29/2021,2/1/2023
204652,15342,McNeil Baptist Church,,,https://www.hmdb.org/m.asp?m=204652,1988,,Texas Historical Commission,29.70871,-97.58481,14304 FM1322,Luling,,Caldwell County,Texas,"It is at the intersection of Farm to Market Road 1322 and McNeil Road (County Highway 332), on the right when traveling south on Highway 1322. ",,,8/24/2022,8/24/2022
144549,15345,Miller-Brautigam Home,,,https://www.hmdb.org/m.asp?m=144549,2002,,Texas Historical Commission,29.36502,-95.0818,5518 Highway 646 South,Santa Fe,,Galveston County,Texas,"It is at the intersection of Texas Highway 646 and 25th Street, on the right when traveling south on Texas Highway 646. ",,,1/18/2020,1/18/2020
188380,15347,Peck Cemetery,,,https://www.hmdb.org/m.asp?m=188380,2001,,Texas Historical Commission,28.66732,-97.40135,,Goliad,,Goliad County,Texas,"It is on Hill Avenue near West Franklin Street, on the right when traveling north. ",,,12/21/2021,12/21/2021
102797,15348,Major William Addison Spencer,,,https://www.hmdb.org/m.asp?m=102797,2005,,Texas Historical Commission,30.48906,-99.76623,501 Main Street,Junction,,Kimble County,Texas,"It is at the intersection of Main Street and N. 6th Street, on the right when traveling east on Main Street. ",,,4/15/2017,6/3/2020
100316,15350,Shamrock Water Tower,,,https://www.hmdb.org/m.asp?m=100316,2008,,Texas Historical Commission,35.21438,-100.24937,,Shamrock,,Wheeler County,Texas,"It is at the intersection of North Main Street and Railroad Avenue, on the right when traveling south on North Main Street. ",,,12/8/2016,7/14/2020
162416,15351,Order of the Eastern Star Kerrville Chapter #24,,,https://www.hmdb.org/m.asp?m=162416,1996,,Texas Historical Commission,30.06546,-99.17263,119 Methodist Encampment Road,Kerrville,,Kerr County,Texas,"It is at the intersection of Methodist Encampment Road and Ridgemont Lane, on the right when traveling north on Methodist Encampment Road. ",,,12/13/2020,12/13/2020
161507,15352,Fortress Home,,,https://www.hmdb.org/m.asp?m=161507,1964,,Texas Historical Commission,30.41021,-97.63879,1425 Fort Dessau Rd,Austin,Tech Ridge,Travis County,Texas,"It can be reached from Fort Dessau Road west of Bauhaus Bend, on the right when traveling west. ",,,12/2/2020,2/1/2023
25753,15360,Austin High School,John T. Allan Campus,,https://www.hmdb.org/m.asp?m=25753,1981,,Texas Historical Commission,30.27027,-97.73802,901 Trinity Street,Austin,Downtown Austin,Travis County,Texas,"It is on Trinity Street north of East 9th Street, on the right when traveling north. ",,,12/27/2009,2/1/2023
42887,15362,First Colored Baptist Church,,,https://www.hmdb.org/m.asp?m=42887,1981,,Texas Historical Commission,30.28462,-97.68047,4805 Heflin Lane,Austin,MLK-183,Travis County,Texas,"It is on Heflin Lane east of East Martin Luther King, Jr. Boulevard, on the right when traveling east. ",,,6/6/2011,2/1/2023
111428,15363,First United Methodist Church of Del Rio,,,https://www.hmdb.org/m.asp?m=111428,2008,,Texas Historical Commission,29.36076,-100.89677,100 Spring Street,Del Rio,,Val Verde County,Texas,"It is at the intersection of Spring Street and Mill Street, on the right when traveling west on Spring Street. ",,,12/14/2017,8/28/2020
91475,15364,Georgia O'Keeffe in Canyon,,,https://www.hmdb.org/m.asp?m=91475,2005,,Texas Historical Commission,34.98074,-101.9158,,Canyon,,Randall County,Texas,"It is on 25th Street north of 4th Avenue, on the right when traveling north. ",,,12/11/2015,12/11/2015
178970,15365,Site of J. Light Townsend Homestead,,,https://www.hmdb.org/m.asp?m=178970,2000,,Texas Historical Commission,29.7025,-96.54059,,Columbus,,Colorado County,Texas,"It is at the intersection of Milam Street (State Highway 52) and Houston Street, on the right when traveling south on Milam Street. ",,,8/6/2021,3/18/2024
29965,15368,Tumlinson Family,,,https://www.hmdb.org/m.asp?m=29965,1999,,"Texas Historical Commission, sponsored by descendants of John Jackson and Elizabeth Plemmons Tumlinson",29.7055,-96.53988,,Columbus,,Colorado County,Texas,"It is on Spring Street, on the right when traveling west. ",,,4/21/2010,8/5/2025
171119,15370,Southeast Texas Regional Airport,,,https://www.hmdb.org/m.asp?m=171119,2007,,Texas Historical Commission,29.95483,-94.01912,North Hwy 69,Taylor Landing,,Jefferson County,Texas,It is on Airline Drive 0.4 miles south of Jerry Ware Drive. ,,,4/16/2021,4/16/2021
268926,15375,East Texas Musical Convention,,,https://www.hmdb.org/m.asp?m=268926,2005,,Texas Historical Commission,32.15882,-94.79612,514 N. High Street,Henderson,,Rusk County,Texas,It is at the intersection of North High Street and Waskom St on North High Street. ,,,3/27/2025,3/27/2025
168018,15377,Jesse and Rosanna Grimes,,,https://www.hmdb.org/m.asp?m=168018,1936,,State of Texas,30.26552,-97.72696,909 Navasota Street,Austin,Blackshear-Prospect Hill,Travis County,Texas,"It can be reached from Navasota Street north of East 8th Street, on the right when traveling north. ",,,3/11/2021,2/1/2023
201886,15386,James B. Williams,(1821-1891),,https://www.hmdb.org/m.asp?m=201886,1973,,State Historical Survey Committee,30.71531,-97.65893,,Georgetown,,Williamson County,Texas,It is on State Highway 195. ,,,7/11/2022,7/11/2022
268421,15388,Holleman Cemetery,,,https://www.hmdb.org/m.asp?m=268421,2003,,Texas Historical Commission,31.94329,-94.77421,,Mount Enterprise,,Rusk County,Texas,"It is on County Road 3157 0.2 miles west of County Road 3161, on the right when traveling west. ",,,3/20/2025,3/20/2025
71112,15389,Hancock Springs Bathhouse,,,https://www.hmdb.org/m.asp?m=71112,2004,,Texas Historical Commission,31.05499,-98.18307,1600 US Hwy 281 S,Lampasas,,Lampasas County,Texas,"It can be reached from the intersection of American Legion Memorial Highway (U.S. 281) and Plum Street, on the right when traveling south. ",,,1/5/2014,1/5/2014
168010,15394,Hardin Richard Runnels,,,https://www.hmdb.org/m.asp?m=168010,1936,,State of Texas,30.26538,-97.72725,909 Navasota Street,Austin,Blackshear-Prospect Hill,Travis County,Texas,"It can be reached from the intersection of Navasota Street and East 8th Street, on the right when traveling north. ",,,3/8/2021,2/1/2023
155794,15396,Karger Building,,,https://www.hmdb.org/m.asp?m=155794,2009,,Texas Historical Commission,29.96653,-98.90707,725 High Street,Comfort,,Kendall County,Texas,"It is on High Street 0.1 miles west of 8th Street, on the right when traveling east. ",,,9/8/2020,11/27/2021
181844,15397,Pease Park,,,https://www.hmdb.org/m.asp?m=181844,1971,,State Historical Survey Committee,30.28097,-97.75149,1100 Kingsbury Street,Austin,Old West Austin,Travis County,Texas,"It is on Kingsbury Street west of Parkway, on the right when traveling west. ",,,9/14/2021,2/1/2023
169871,15400,John Montgomery,,,https://www.hmdb.org/m.asp?m=169871,1957,,State of Texas,30.35778,-95.92286,9851 Stoneham Cemetery Rd,Stoneham,,Grimes County,Texas,It can be reached from the intersection of Stoneham Cemetery Road and State Highway 105. ,,,4/1/2021,4/1/2021
156243,15401,Old St. Mary's Church (Die Alte Kirche),,,https://www.hmdb.org/m.asp?m=156243,1994,,Texas Historical Commission,30.27672,-98.87678,300 West San Antonio Street,Fredericksburg,,Gillespie County,Texas,"It is at the intersection of West San Antonio Street and South Orange Street, on the right when traveling west on West San Antonio Street. ",,,9/15/2020,9/15/2020
118798,15407,Elias and Lucy Edmonds House,,,https://www.hmdb.org/m.asp?m=118798,2008,,Texas Historical Commission,29.41356,-98.49422,419 King William Street,San Antonio,Arsenal,Bexar County,Texas,"It is on King William Street south of East Sheridan Street, on the right when traveling south. ",,,6/18/2018,2/2/2023
27640,15408,Naruna Cemetery,,,https://www.hmdb.org/m.asp?m=27640,2003,,Texas Historical Commission,30.98947,-98.31709,,Burnet,,Burnet County,Texas,"It is on FM-1478 close to  Dobyville Cemetery Rd., on the right when traveling south. ",,,2/25/2010,11/25/2020
115868,15411,George W. Bush Childhood Home,,,https://www.hmdb.org/m.asp?m=115868,2004,,Texas Historical Commission,31.99856,-102.09122,1412 West Ohio Street,Midland,,Midland County,Texas,"It is at the intersection of West Ohio Street and North H Street, on the right when traveling west on West Ohio Street. ",,,4/5/2018,1/29/2022
107166,15412,Hemphill,,,https://www.hmdb.org/m.asp?m=107166,2008,,Texas Historical Commission,31.34227,-93.84951,,Hemphill,,Sabine County,Texas,"It is at the intersection of Main Street (State Highway 184) and South Texas Street, on the left when traveling west on Main Street. ",,,8/18/2017,8/18/2017
166683,15413,Desegregation of Texas Public Schools,,,https://www.hmdb.org/m.asp?m=166683,2008,,Texas Historical Commission,30.27036,-97.72437,1161 Angelina Street,Austin,Central East Austin,Travis County,Texas,"It is on Comal Street north of Angelina Street, on the right when traveling north. ",,,2/10/2021,2/1/2023
290454,15414,Cedar Grove Community,,,https://www.hmdb.org/m.asp?m=290454,2008,,Texas Historical Commission,30.9453,-93.5929,811 County Rd 2076,Newton,,Newton County,Texas,"It is on County Road 2076 0.8 miles east of Farm to Market Road 1414, on the left when traveling east. ",,,12/21/2025,12/21/2025
25779,15416,Brackenridge Hospital,,,https://www.hmdb.org/m.asp?m=25779,1984,,Texas Historical Commission,30.27482,-97.73376,601 E 15th Street,Austin,Downtown Austin,Travis County,Texas,"It can be reached from the intersection of East 15th Street and Red River Street, on the right when traveling east. ",,,12/29/2009,2/9/2023
26142,15417,Jane Yelvington McCallum,,,https://www.hmdb.org/m.asp?m=26142,1990,,Texas Historical Commission,30.29953,-97.74163,613 W 32nd Street,Austin,Central Austin,Travis County,Texas,"It is on West 32nd Street east of King Street, on the right when traveling east. ",,,1/7/2010,2/1/2023
268293,15421,Woods New Hope Baptist Church,,,https://www.hmdb.org/m.asp?m=268293,2008,,Texas Historical Commission,32.00592,-94.2478,120 Co Rd 425,Woods,,Panola County,Texas,"It is on County Road 425 east of U.S. 59, on the right when traveling east. ",,,3/18/2025,3/18/2025
247360,15422,Fidelity Schools,,,https://www.hmdb.org/m.asp?m=247360,2008,,Texas Historical Commission,29.74452,-95.25148,,Galena Park,Northeast Houston,Harris County,Texas,"It is at the intersection of 16th Street and Hunter Street, on the left when traveling east on 16th Street. ",,,5/27/2024,5/27/2024
289543,15423,Elias Fleming and Mattie Spharler Crim House,,,https://www.hmdb.org/m.asp?m=289543,2003,,Texas Historical Commission,32.15309,-94.79584,310 E Main St,Henderson,,Rusk County,Texas,"It is on East Main Street (Business U.S. 79) east of S High Street, on the right when traveling east. ",,,12/3/2025,12/3/2025
286754,15425,"Birdwell Field, Aikman Gym and the Women's Recreation Center",,,https://www.hmdb.org/m.asp?m=286754,2008,,Texas Historical Commission,31.62179,-94.64792,2100 Raguet Street,Nacogdoches,,Nacogdoches County,Texas,"It is at the intersection of Raguet Street and Aikman Drive, on the right when traveling north on Raguet Street. ",,,10/21/2025,10/21/2025
286925,15426,Site of the Town of Sumpter,,,https://www.hmdb.org/m.asp?m=286925,1985,,Texas Historical Commission,31.03002,-95.05499,,Groveton,,Trinity County,Texas,"It is on U.S. 287 east of Sumpter Cemetery Road, on the right when traveling west. ",,,10/25/2025,10/25/2025
189375,15428,First Baptist Church of Sabinal,,,https://www.hmdb.org/m.asp?m=189375,2007,,Texas Historical Commission,29.32277,-99.46892,607 North San Antonio Street,Sabinal,,Uvalde County,Texas,"It is at the intersection of North San Antonio Street and West Tyler Avenue, on the left when traveling north on North San Antonio Street. ",,,1/2/2022,1/2/2022
287380,15429,First United Methodist Church of Burkburnett,,,https://www.hmdb.org/m.asp?m=287380,2008,,Texas Historical Commission,34.09872,-98.57219,301 E 4th St,Burkburnett,,Wichita County,Texas,"It is at the intersection of East 4th Street and N Ave C, on the right when traveling west on East 4th Street. ",,,10/30/2025,10/30/2025
246083,15430,Nevada Cemetery,,,https://www.hmdb.org/m.asp?m=246083,2007,,Texas Historical Commission,33.04248,-96.37933,,Nevada,,Collin County,Texas,"It is at the intersection of Farm to Market Road 6 and Eugene Lane, on the right when traveling west on Road 6. ",,,5/4/2024,5/4/2024
201396,15435,Walnut Creek Baptist Church,,,https://www.hmdb.org/m.asp?m=201396,1969,,State Historical Survey Committee,30.39465,-97.68097,12200 N Lamar Boulevard,Austin,North Austin,Travis County,Texas,"It can be reached from North Lamar Boulevard (State Highway 275) 0.2 miles south of Dillingham Lane, on the right when traveling south. ",,,7/5/2022,2/1/2023
